EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,REGION,addr,Lat,Lng,STREET_new,ZIP_5,Coord
310536658,THE UNITED WAY OF THE GREATER DAYTON AREA,,33 W FIRST ST 5TH FL,DAYTON,OH,45402-1298,0,3,3,1000,194208,1,15,600000000,1,1,201706.0,8,7,1,0,6,13339942.0,8119484.0,8119484.0,,,Mid-Atlantic and Great Lakes Areas,"33 W FIRST ST 5TH FL, DAYTON, OH, 45402",44.933143,7.540121,33 W FIRST ST 5TH FL,45402,
310537502,UNITED WAY OF GREATER CINCINNATI,% JILL JOHNSON,2400 READING ROAD,CINCINNATI,OH,45202-1458,0,3,3,1000,195510,1,15,602000000,1,1,201712.0,9,9,1,0,12,78001132.0,372366057.0,61270889.0,T700,,Mid-Atlantic and Great Lakes Areas,"2400 READING ROAD, CINCINNATI, OH, 45202",39.1097042,-84.504859,2400 READING ROAD,45202,"(39.1097042, -84.504859)"
310549095,THE UNITED WAY OF CLARK CHAMPAIGN AND MADISON COUNTIES OHIO INC,,120 S CENTER ST 2ND FLOOR,SPRINGFIELD,OH,45502-1233,0,3,3,1000,195403,1,15,600000000,1,1,201706.0,6,6,1,0,6,1813486.0,1533357.0,1479571.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"120 S CENTER ST, SPRINGFIELD, OH, 45502",44.933143,7.540121,120 S CENTER ST,45502,"(39.915328, -83.813172)"
310641236,UNITED WAY OF NORTH CENTRAL OHIO INC,,125 EXECUTIVE DR STE 100,MARION,OH,43302-6302,0,3,3,1000,196305,1,15,600000000,1,1,201706.0,6,6,1,0,6,1846439.0,2301893.0,2301893.0,,,Mid-Atlantic and Great Lakes Areas,"125 EXECUTIVE DR, MARION, OH, 43302",40.5699234,-83.1272995,125 EXECUTIVE DR,43302,"(40.5699234, -83.1272995)"
310644804,UNITED WAY OF FAIRFIELD COUNTY,,115 S BROAD ST,LANCASTER,OH,43130-4303,0,3,3,1000,195705,1,15,602000000,1,1,201712.0,6,6,1,0,12,2357880.0,1779928.0,1779928.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"115 S BROAD ST, LANCASTER, OH, 43130",39.7058645,-82.6025908,115 S BROAD ST,43130,"(39.7058645, -82.6025908)"
310647473,UNITED WAY OF SCIOTO & ADAMS COUNTIES,,1671 GRANT ST,PORTSMOUTH,OH,45662-3662,0,3,3,1000,196311,1,15,927000000,1,1,201612.0,4,3,1,0,12,216037.0,84784.0,84784.0,,,Mid-Atlantic and Great Lakes Areas,"1671 GRANT ST, PORTSMOUTH, OH, 45662",38.742451,-82.978223,1671 GRANT ST,45662,"(38.742451, -82.978223)"
310682004,UNITED WAY OF UNION COUNTY INC,,648 CLYMER RD STE 120,MARYSVILLE,OH,43040-1661,0,3,3,1000,196004,1,15,600000000,1,1,201712.0,6,5,1,0,12,1162008.0,890959.0,890959.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"648 CLYMER RD, MARYSVILLE, OH, 43040",40.2277477,-83.349449,648 CLYMER RD,43040,"(40.2277477, -83.349449)"
310734490,BUTLER COUNTY UNITED WAY,,323 N 3RD ST,HAMILTON,OH,45011-1624,0,3,3,1000,196807,1,15,600000000,1,1,201706.0,6,6,1,0,6,1743537.0,1921075.0,1835874.0,,,Mid-Atlantic and Great Lakes Areas,"323 N 3RD ST, HAMILTON, OH, 45011",39.411292,-84.5543849,323 N 3RD ST,45011,"(39.411292, -84.5543849)"
310969009,UNITED WAY OF WELLS COUNTY INC,,122 LA MAR ST STE 118,BLUFFTON,IN,46714-1368,0,3,3,1000,197912,1,15,600000000,1,1,201803.0,5,4,1,0,3,535206.0,281489.0,281489.0,,,Mid-Atlantic and Great Lakes Areas,"122 LA MAR ST, BLUFFTON, IN, 46714",44.933143,7.540121,122 LA MAR ST,46714,
311064812,UNITED WAY OF GREATER CINCINNATI FOUNDATION,% JILL JOHNSON,2400 READING ROAD,CINCINNATI,OH,45202-1458,0,3,3,1000,198311,1,17,600000000,1,1,201712.0,8,7,1,0,12,41736799.0,9211084.0,2508237.0,T11,,Mid-Atlantic and Great Lakes Areas,"2400 READING ROAD, CINCINNATI, OH, 45202",39.1097042,-84.504859,2400 READING ROAD,45202,"(39.1097042, -84.504859)"
311106795,UNITED WAY OF KENTUCKY,,334 EAST BROADWAY SUITE 308,LOUISVILLE,KY,40202-1739,0,3,3,1000,198409,1,15,600000000,1,1,201612.0,6,5,1,0,12,2127445.0,617888.0,617888.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"334 EAST BROADWAY, LOUISVILLE, KY, 40202",38.2448541,-85.7478006584632,334 EAST BROADWAY,40202,"(38.2448541, -85.7478006584632)"
311574103,UNITED WAY OF FULTON COUNTY,% JULIE M ALTHAVER,604 S SHOOP AVE STE 122,WAUSEON,OH,43567-1725,0,3,3,1000,199712,1,15,994569000,1,1,201612.0,4,4,1,0,12,183384.0,369165.0,369165.0,T70,,Mid-Atlantic and Great Lakes Areas,"604 S SHOOP AVE, WAUSEON, OH, 43567",41.539193,-84.134282,604 S SHOOP AVE,43567,"(41.539193, -84.134282)"
314379456,UNITED WAY OF MUSKINGUM PERRY & MORGAN COUNTIES INC,,526 PUTNAM AVE,ZANESVILLE,OH,43701-4933,0,3,3,1000,195605,1,15,600602000,1,1,201706.0,6,6,1,0,6,4247869.0,1035117.0,1035117.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"526 PUTNAM AVE, ZANESVILLE, OH, 43701",39.9345853,-82.0069981,526 PUTNAM AVE,43701,"(39.9345853, -82.0069981)"
314379529,OHIO UNITED WAY,,395 E BROAD STREET,COLUMBUS,OH,43215-3844,0,3,3,1000,194901,1,15,59000000,1,1,201712.0,4,5,1,0,12,270228.0,542060.0,542060.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"395 E BROAD STREET, COLUMBUS, OH, 43215",44.933143,7.540121,395 E BROAD STREET,43215,"(39.965593, -82.971458)"
314389671,UNITED WAY OF ROSS COUNTY INC,,69 E WATER ST,CHILLICOTHE,OH,45601-2535,0,3,3,1000,197904,1,15,600000000,1,1,201612.0,6,5,1,0,12,1558355.0,814957.0,814957.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"69 E WATER ST, CHILLICOTHE, OH, 45601",39.3368175,-82.9766353,69 E WATER ST,45601,"(39.3368175, -82.9766353)"
314389676,UNITED WAY OF WASHINGTON COUNTY,,307LL PUTNAM ST,MARIETTA,OH,45750-0000,0,3,3,1000,195909,1,15,927000000,1,1,201612.0,4,4,1,0,12,224136.0,179438.0,179438.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"307LL PUTNAM ST, MARIETTA, OH, 45750",44.933143,7.540121,307LL PUTNAM ST,45750,
314393712,UNITED WAY OF CENTRAL OHIO INC,,360 S 3RD ST,COLUMBUS,OH,43215-5412,0,3,3,1000,195211,1,15,927600000,1,1,201803.0,8,8,1,0,3,37629725.0,48393331.0,48393331.0,T700,,Mid-Atlantic and Great Lakes Areas,"360 S 3RD ST, COLUMBUS, OH, 43215",44.933143,7.540121,360 S 3RD ST,43215,"(39.923443, -82.994101)"
314411236,UNITED WAY OF KNOX COUNTY OHIO INC,,305 E HIGH ST,MOUNT VERNON,OH,43050-3419,0,3,3,1000,198612,1,15,408000000,1,1,201712.0,6,6,1,0,12,1548707.0,1229871.0,1107540.0,,,Mid-Atlantic and Great Lakes Areas,"305 E HIGH ST, MOUNT VERNON, OH, 43050",40.393415,-82.4813952,305 E HIGH ST,43050,"(40.393415, -82.4813952)"
314423899,UNITED WAY OF DELAWARE COUNTY INC,,8999 GEMINI PKWY STE 100,COLUMBUS,OH,43240-2250,0,3,3,1000,197112,1,15,602000000,1,1,201706.0,6,6,1,0,6,2907951.0,4494903.0,3680777.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"8999 GEMINI PKWY, COLUMBUS, OH, 43240",40.144917,-82.99565,8999 GEMINI PKWY,43240,"(40.145044, -82.995702)"
316033330,UNITED WAY OF FAYETTE COUNTY INC,,101 E EAST ST,WASHINGTON CH,OH,43160-2227,0,3,3,1000,195110,1,15,999000000,1,1,201612.0,4,4,1,0,12,190233.0,173516.0,173516.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"101 E EAST ST, WASHINGTON CH, OH, 43160",44.933143,7.540121,101 E EAST ST,43160,
340714455,UNITED WAY OF RICHLAND COUNTY,,35 N PARK STREET,MANSFIELD,OH,44902-1722,0,3,3,1000,194801,1,15,600000000,1,1,201612.0,6,6,1,0,12,1317239.0,1181978.0,1178709.0,T700,,Mid-Atlantic and Great Lakes Areas,"35 N PARK STREET, MANSFIELD, OH, 44902",44.933143,7.540121,35 N PARK STREET,44902,
340714598,THE UNITED WAY OF YOUNGSTOWN AND THE MAHONING VALLEY,,255 WATT ST,YOUNGSTOWN,OH,44505-3049,0,3,3,1000,192611,1,15,600927602,1,1,201612.0,7,6,1,0,12,8648884.0,4085740.0,2385305.0,T30,,Mid-Atlantic and Great Lakes Areas,"255 WATT ST, YOUNGSTOWN, OH, 44505",41.099852,-80.643669,255 WATT ST,44505,"(41.099852, -80.643669)"
340796452,UNITED WAY SERVICES OF NORTHERN COLUMBIANA COUNTY,,713 E STATE STREET,SALEM,OH,44460-2927,0,3,3,1000,197204,1,15,600000000,5,1,201612.0,4,4,1,0,12,165924.0,180016.0,180016.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"713 E STATE STREET, SALEM, OH, 44460",40.9009615,-80.8370079,713 E STATE STREET,44460,"(40.9009615, -80.8370079)"
340846640,UNITED WAY OF ASHTABULA COUNTY,,2801 C COURT DONAHOE CENTER,ASHTABULA,OH,44004-0000,0,3,3,1000,196203,1,15,600927602,1,1,201706.0,4,5,1,0,6,322828.0,710031.0,699962.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"2801 C COURT DONAHOE CENTER, ASHTABULA, OH, 44004",44.933143,7.540121,2801 C COURT DONAHOE CENTER,44004,
340891893,THE UNITED WAY OF VAN WERT COUNTY OHIO INCORPORTAED,,1151 WESTWOOD DR,VAN WERT,OH,45891-2464,0,3,3,1000,195607,1,15,600000000,1,1,201706.0,5,4,1,0,6,880086.0,434774.0,421213.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1151 WESTWOOD DR, VAN WERT, OH, 45891",40.857059,-84.592451,1151 WESTWOOD DR,45891,"(40.857059, -84.592451)"
340905716,UNITED WAY OF LOGAN COUNTY INC,% DAVE BEZUSKO,130 S MAIN ST STE 109,BELLEFONTAINE,OH,43311-2042,0,3,3,1000,197308,1,15,927000000,1,1,201712.0,6,5,1,0,12,1550857.0,869154.0,869154.0,,,Mid-Atlantic and Great Lakes Areas,"130 S MAIN ST, BELLEFONTAINE, OH, 43311",40.336693,-83.761896,130 S MAIN ST,43311,"(40.336693, -83.761896)"
340946973,UNITED WAY OF WAYNE AND HOLMES COUNTIES INC,,215 S WALNUT ST,WOOSTER,OH,44691-4753,0,3,3,1280,196111,1,15,161180602,1,1,201612.0,6,6,1,0,12,2023037.0,1427495.0,1415282.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"215 S WALNUT ST, WOOSTER, OH, 44691",40.7955644,-81.9409174,215 S WALNUT ST,44691,"(40.7955644, -81.9409174)"
341011104,UNITED WAY OF GREATER LORAIN COUNTY,% DIANNE BREHM,642 BROADWAY,LORAIN,OH,44052-1804,0,3,3,1000,196711,1,15,602927000,1,1,201706.0,7,6,1,0,6,5695461.0,3985967.0,2778532.0,T70,,Mid-Atlantic and Great Lakes Areas,"642 BROADWAY, LORAIN, OH, 44052",41.458741,-82.169006,642 BROADWAY,44052,"(41.458741, -82.169006)"
341017865,ORRVILLE UNITED WAY INC,,140 E MARKET ST,ORRVILLE,OH,44667-1845,0,3,3,1000,198409,1,15,602000000,1,1,201712.0,4,5,1,0,12,424931.0,658068.0,658068.0,,,Mid-Atlantic and Great Lakes Areas,"140 E MARKET ST, ORRVILLE, OH, 44667",40.8406366,-81.7631808,140 E MARKET ST,44667,"(40.8406366, -81.7631808)"
341022412,UNITED WAY OF HARDIN COUNTY OHIO INC,,225 S DETROIT ST,KENTON,OH,43326-1903,0,3,3,1000,196609,1,15,600000000,1,1,201612.0,4,4,1,0,12,411386.0,188167.0,188167.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"225 S DETROIT ST, KENTON, OH, 43326",40.641544,-83.609544,225 S DETROIT ST,43326,"(40.641544, -83.609544)"
341024769,UNITED WAY OF PORTAGE COUNTY INC,,999 E MAIN ST,RAVENNA,OH,44266-3325,0,3,3,1000,197012,1,15,927602000,1,1,201706.0,6,5,1,0,6,1044976.0,869232.0,866193.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"999 E MAIN ST, RAVENNA, OH, 44266",41.15746,-81.236157,999 E MAIN ST,44266,"(41.15746, -81.236157)"
341083629,UNITED WAY OF TRUMBULL COUNTY,,3601 YOUNGSTOWN RD SE,WARREN,OH,44484-2832,0,3,3,1000,197203,1,15,600000000,1,1,201712.0,6,5,1,0,12,1153560.0,806504.0,806504.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"3601 YOUNGSTOWN RD SE, WARREN, OH, 44484",41.221029,-80.781835,3601 YOUNGSTOWN RD SE,44484,"(41.221029, -80.781835)"
341105038,UNITED WAY OF LAKE COUNTY INC,,9285 PROGRESS PKWY,MENTOR,OH,44060-1854,0,3,3,1000,197211,1,15,600000000,1,1,201706.0,6,6,1,0,6,3370204.0,2231816.0,2231816.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"9285 PROGRESS PKWY, MENTOR, OH, 44060",41.712461,-81.305881,9285 PROGRESS PKWY,44060,"(41.712461, -81.305881)"
341169257,UNITED WAY OF SUMMIT COUNTY,,90 N PROSPECT ST,AKRON,OH,44304-1273,0,3,3,1000,197507,1,15,602000000,1,1,201803.0,8,8,1,0,3,14255870.0,11056440.0,11056440.0,T70,,Mid-Atlantic and Great Lakes Areas,"90 N PROSPECT ST, AKRON, OH, 44304",41.084455,-81.511003,90 N PROSPECT ST,44304,"(41.084455, -81.511003)"
341359317,UNITED WAY OF HENRY COUNTY,,611 NORTH PERRY ST,NAPOLEON,OH,43545-1784,0,3,3,1000,198205,1,15,600602994,1,1,201612.0,6,4,1,0,12,1156533.0,498612.0,498612.0,,,Mid-Atlantic and Great Lakes Areas,"611 NORTH PERRY ST, NAPOLEON, OH, 43545",41.3898053,-84.1238995,611 NORTH PERRY ST,43545,"(41.3898053, -84.1238995)"
341512648,UNITED WAY OF NELSON COUNTY INC,,321 S 3RD ST,BARDSTOWN,KY,40004-1032,0,3,3,1000,199312,1,15,600000000,1,1,201712.0,4,4,1,0,12,292589.0,241151.0,241151.0,T70Z,TRI-COUNTY KENTUCKY UNITED WAY,Mid-Atlantic and Great Lakes Areas,"321 S 3RD ST, BARDSTOWN, KY, 40004",37.804389,-85.468343,321 S 3RD ST,40004,"(37.804389, -85.468343)"
341657011,UNITED WAY OF DEFIANCE COUNTY INCORPORATED,% CARRIE WETSTEIN,608 CLINTON ST,DEFIANCE,OH,43512-2637,0,3,3,1000,199011,1,15,600000000,1,1,201612.0,5,5,1,0,12,623901.0,578652.0,528993.0,,,Mid-Atlantic and Great Lakes Areas,"608 CLINTON ST, DEFIANCE, OH, 43512",41.289885,-84.360943,608 CLINTON ST,43512,"(41.289885, -84.360943)"
341711867,UNITED WAY OF PAULDING COUNTY,,101 E PERRY ST,PAULDING,OH,45879-1412,0,3,3,1000,199306,1,15,561000000,1,1,201706.0,4,3,1,0,6,108225.0,78408.0,77879.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"101 E PERRY ST, PAULDING, OH, 45879",41.1373443,-84.5795335,101 E PERRY ST,45879,"(41.1373443, -84.5795335)"
344427947,UNITED WAY OF GREATER TOLEDO,,424 JACKSON ST,TOLEDO,OH,43604-1410,0,3,3,1000,195603,1,15,600927602,1,1,201706.0,8,8,1,0,6,27896755.0,14208841.0,11508774.0,T700,,Mid-Atlantic and Great Lakes Areas,"424 JACKSON ST, TOLEDO, OH, 43604",41.65441705,-83.5330662350877,424 JACKSON ST,43604,"(41.65441705, -83.5330662350877)"
344443835,UNITED WAY OF ERIE COUNTY INC,,416 COLUMBUS AVENUE,SANDUSKY,OH,44870-2753,0,3,3,1000,197109,1,15,600000000,1,1,201612.0,6,6,1,0,12,1833653.0,1527344.0,1495288.0,,,Mid-Atlantic and Great Lakes Areas,"416 COLUMBUS AVENUE, SANDUSKY, OH, 44870",41.4513272,-82.7088842,416 COLUMBUS AVENUE,44870,"(41.4330162, -82.698073)"
344466356,UNITED WAY OF GREATER LIMA INC,% PHILIP N HAYNE,616 SOUTH COLLETT STREET,LIMA,OH,45805-3200,0,3,3,1000,195802,1,15,602000000,1,1,201612.0,6,6,1,0,12,4816787.0,1915735.0,1894926.0,,,Mid-Atlantic and Great Lakes Areas,"616 SOUTH COLLETT STREET, LIMA, OH, 45805",40.736014,-84.119131,616 SOUTH COLLETT STREET,45805,"(40.736014, -84.119131)"
344473288,SHELBY COUNTY UNITED WAY INC,,232 SOUTH OHIO AVENUE,SIDNEY,OH,45365-3072,0,3,3,1000,197012,1,15,602000000,1,1,201706.0,6,6,1,0,6,2166133.0,1682929.0,1391994.0,,,Mid-Atlantic and Great Lakes Areas,"232 SOUTH OHIO AVENUE, SIDNEY, OH, 45365",40.2844083,-84.1566298,232 SOUTH OHIO AVENUE,45365,"(40.2844083, -84.1566298)"
344479790,UNITED WAY OF SANDUSKY COUNTY INC,% LINDA L HAVENS,826 W STATE ST,FREMONT,OH,43420-2538,0,3,3,1000,197805,1,15,600000000,1,1,201706.0,6,5,1,0,6,1566174.0,876174.0,876174.0,,,Mid-Atlantic and Great Lakes Areas,"826 W STATE ST, FREMONT, OH, 43420",41.363024,-83.151328,826 W STATE ST,43420,"(41.363024, -83.151328)"
346004364,UNITED WAY OF ASHLAND COUNTY OHIO INC,,132 W MAIN STREET LOWER LEVEL,ASHLAND,OH,44805-2178,0,3,3,1000,195904,1,15,600927000,1,1,201706.0,6,6,1,0,6,1333207.0,1191174.0,1151032.0,T70,,Mid-Atlantic and Great Lakes Areas,"132 W MAIN STREET LOWER LEVEL, ASHLAND, OH, 44805",44.933143,7.540121,132 W MAIN STREET LOWER LEVEL,44805,
346408694,UNITED WAY OF HANCOCK COUNTY INC,,245 STANFORD PKWY,FINDLAY,OH,45840-1733,0,3,3,1000,195701,1,15,600927000,1,1,201703.0,6,6,1,0,3,2731578.0,3384373.0,3307388.0,,,Mid-Atlantic and Great Lakes Areas,"245 STANFORD PKWY, FINDLAY, OH, 45840",41.047643,-83.6756355,245 STANFORD PKWY,45840,"(41.047643, -83.6756355)"
346516654,UNITED WAY OF GREATER CLEVELAND,,1331 EUCLID AVE,CLEVELAND,OH,44115-1854,5378,3,6,1000,196004,1,15,600000000,1,1,201706.0,8,8,1,0,6,39982413.0,48283476.0,39818527.0,T70,,Mid-Atlantic and Great Lakes Areas,"1331 EUCLID AVE, CLEVELAND, OH, 44115",41.501,-81.6822332,1331 EUCLID AVE,44115,"(41.501, -81.6822332)"
346551444,DARKE COUNTY UNITED WAY INC,% LAUREN HENRY,207 E 4TH ST,GREENVILLE,OH,45331-1939,0,3,3,1000,197107,1,15,600000000,1,1,201706.0,5,5,1,0,6,520917.0,585151.0,547311.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"207 E 4TH ST, GREENVILLE, OH, 45331",40.105158,-84.624811,207 E 4TH ST,45331,"(40.105158, -84.624811)"
350782893,UNITED WAY OF GREATER LAPORTE COUNTY INC,,422 FRANKLIN ST STE D,MICHIGAN CITY,IN,46360-3386,0,3,3,1000,196008,1,16,600000000,1,1,201612.0,4,5,1,0,12,494349.0,776393.0,776393.0,,,Mid-Atlantic and Great Lakes Areas,"422 FRANKLIN ST, MICHIGAN CITY, IN, 46360",41.7009752,-86.8942156,422 FRANKLIN ST,46360,"(41.7009752, -86.8942156)"
350867932,UNITED WAY OF ALLEN COUNTY INC,,334 E BERRY ST,FORT WAYNE,IN,46802-2708,0,3,3,1000,196406,1,15,600602000,1,1,201706.0,7,7,1,0,6,6087605.0,8425838.0,5349208.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"334 E BERRY ST, FORT WAYNE, IN, 46802",41.0803317,-85.1303919,334 E BERRY ST,46802,"(41.0803317, -85.1303919)"
350868950,UNITED WAY OF CASS COUNTY INC,,1 CASS CITY CENTER,LOGANSPORT,IN,46947-3172,0,3,3,1000,195706,1,15,600000000,1,1,201712.0,5,5,1,0,12,911944.0,771887.0,771887.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1 CASS CITY CENTER, LOGANSPORT, IN, 46947",44.933143,7.540121,1 CASS CITY CENTER,46947,
350877579,UNITED WAY OF HOWARD COUNTY INC,,210 WEST WALNUT STREET,KOKOMO,IN,46901-4539,0,3,3,1000,195910,1,15,600927000,1,1,201612.0,6,6,1,0,12,3516100.0,2459833.0,2442091.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"210 WEST WALNUT STREET, KOKOMO, IN, 46901",40.4875973,-86.1329539,210 WEST WALNUT STREET,46901,"(40.4875973, -86.1329539)"
350891621,UNITED WAY OF GREATER LAFAYETTE & TIPPECANOE COUNTY,,1114 E STATE ST SUITE 200,LAFAYETTE,IN,47905-1219,0,3,3,1000,195701,1,15,602000000,1,1,201712.0,8,7,1,0,12,10748691.0,6157371.0,5502635.0,T700,,Mid-Atlantic and Great Lakes Areas,"1114 E STATE ST, LAFAYETTE, IN, 47905",44.933143,7.540121,1114 E STATE ST,47905,
350985959,UNITED WAY OF MONROE COUNTY INC,,441 S COLLEGE AVE,BLOOMINGTON,IN,47403-1514,0,3,3,1000,195805,1,15,600000000,1,1,201712.0,6,6,1,0,12,1462763.0,1504639.0,1504639.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"441 S COLLEGE AVE, BLOOMINGTON, IN, 47403",39.1574287,-86.5344648,441 S COLLEGE AVE,47403,"(39.1574287, -86.5344648)"
350996128,UNITED WAY FOR CLINTON COUNTY INC,,1100 WALNUT AVE,FRANKFORT,IN,46041-1849,0,3,3,1000,195809,1,15,600000000,1,1,201612.0,5,4,1,0,12,993708.0,428231.0,428231.0,,,Mid-Atlantic and Great Lakes Areas,"1100 WALNUT AVE, FRANKFORT, IN, 46041",40.2799266,-86.5246566,1100 WALNUT AVE,46041,"(40.2799266, -86.5246566)"
351007590,UNITED WAY OF CENTRAL INDIANA INC,,2955 N MERIDIAN ST SUITE 300,INDIANAPOLIS,IN,46208-4714,0,3,3,1000,193803,1,15,600000000,1,1,201706.0,9,9,1,0,6,184305381.0,151218317.0,74979567.0,T700,,Mid-Atlantic and Great Lakes Areas,"2955 N MERIDIAN ST, INDIANAPOLIS, IN, 46208",39.8194045,-86.1567968,2955 N MERIDIAN ST,46208,"(39.8194045, -86.1567968)"
351008531,UNITED WAY OF THE WABASH VALLEY INC,,100 S 7TH ST,TERRE HAUTE,IN,47807-3607,0,3,3,1000,195907,1,15,600000000,1,1,201712.0,6,6,1,0,12,1664280.0,1350313.0,1248850.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"100 S 7TH ST, TERRE HAUTE, IN, 47807",39.4105757,-87.4068449,100 S 7TH ST,47807,"(39.4105757, -87.4068449)"
351020932,UNITED WAY OF JAY COUNTY INC,,101 S MERIDIAN ST,PORTLAND,IN,47371-2112,0,3,3,1000,197210,1,15,927000000,1,1,201612.0,4,4,1,0,12,456267.0,229091.0,229091.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"101 S MERIDIAN ST, PORTLAND, IN, 47371",44.933143,7.540121,101 S MERIDIAN ST,47371,"(40.4223745, -84.9776009)"
351020935,UNITED WAY OF WHITEWATER VALLEY,,129 S 9TH ST,RICHMOND,IN,47374-5505,0,3,3,1000,197008,1,15,600000000,1,1,201703.0,6,5,1,0,3,1288815.0,845459.0,615697.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"129 S 9TH ST, RICHMOND, IN, 47374",39.819384,-84.889982,129 S 9TH ST,47374,"(39.819384, -84.889982)"
351063368,UNITED WAY OF ST JOSEPH COUNTY INC,,3517 E JEFFERSON BLVD,SOUTH BEND,IN,46615-3033,0,3,3,1000,196306,1,15,927000000,1,1,201806.0,6,6,1,0,6,3351866.0,2622120.0,2622120.0,T70,,Mid-Atlantic and Great Lakes Areas,"3517 E JEFFERSON BLVD, SOUTH BEND, IN, 46615",41.6750849,-86.2459477,3517 E JEFFERSON BLVD,46615,"(41.6750849, -86.2459477)"
351082600,UNITED WAY OF JOHNSON COUNTY INC,,594 IRONWOOD DR,FRANKLIN,IN,46131-7070,0,3,3,1000,196212,1,15,600603000,1,1,201706.0,6,6,1,0,6,1321258.0,1862062.0,1862062.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"594 IRONWOOD DR, FRANKLIN, IN, 46131",39.4736047,-86.0627814,594 IRONWOOD DR,46131,"(39.4736047, -86.0627814)"
351132860,UNITED WAY OF BARTHOLOMEW COUNTY INC,,1531 13TH ST STE 1100,COLUMBUS,IN,47201-1302,0,3,3,1000,196707,1,15,600000000,1,1,201612.0,6,6,1,0,12,4633989.0,3431850.0,3431850.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1531 13TH ST, COLUMBUS, IN, 47201",44.933143,7.540121,1531 13TH ST,47201,"(39.2121965, -85.8923284)"
351179046,UNITED WAY OF NOBLE COUNTY INC,,2094 N STATE ROAD 9,ALBION,IN,46701-9578,0,3,3,1000,197109,1,15,927000000,1,1,201706.0,4,4,1,0,6,182358.0,141863.0,134827.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"2094 N STATE ROAD 9, ALBION, IN, 46701",44.933143,7.540121,2094 N STATE ROAD 9,46701,
351441961,INDIANA ASSOCIATION OF UNITED WAYS INCORPORATED,,3901 N MERIDIAN ST STE 306,INDIANAPOLIS,IN,46208-4026,0,3,3,1000,199101,1,17,600000000,1,1,201612.0,8,6,1,0,12,10615717.0,2790003.0,2790003.0,T700,,Mid-Atlantic and Great Lakes Areas,"3901 N MERIDIAN ST, INDIANAPOLIS, IN, 46208",39.8194045,-86.1567968,3901 N MERIDIAN ST,46208,"(39.8194045, -86.1567968)"
351804947,UNITED WAY OF FRANKLIN COUNTY,,527 MAIN ST UNIT 1,BROOKVILLE,IN,47012-1285,0,3,3,1000,199104,1,15,600000000,1,1,201612.0,4,4,1,0,12,347235.0,107425.0,107425.0,T30,,Mid-Atlantic and Great Lakes Areas,"527 MAIN ST, BROOKVILLE, IN, 47012",44.933143,7.540121,527 MAIN ST,47012,"(39.420231, -85.012789)"
351846627,UNITED WAY OF ADAMS COUNTY INDIANA INC,% MARI SANDERS,218 E MONROE ST,DECATUR,IN,46733-1702,0,3,3,1000,199206,1,15,600000000,1,1,201706.0,5,4,1,0,6,772653.0,236238.0,231537.0,P20Z,,Mid-Atlantic and Great Lakes Areas,"218 E MONROE ST, DECATUR, IN, 46733",40.8317962,-84.9211388,218 E MONROE ST,46733,"(40.8317962, -84.9211388)"
351869911,UNITED WAY OF RANDOLPH COUNTY INDIANA INC,,211 S MAIN ST,WINCHESTER,IN,47394-1824,0,3,3,1000,199306,1,15,600602000,1,1,201612.0,3,3,2,0,12,51665.0,42747.0,42747.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"211 S MAIN ST, WINCHESTER, IN, 47394",40.16431,-84.979387,211 S MAIN ST,47394,"(40.16431, -84.979387)"
